Document,Transcription,Consignment,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Owner Name 1,Owner Name 2,Owner Name 3,Owner Name 4,Owner Name 5,Beneficiaries,Title,Subject/Genre,Subject/ICON,Object Type,Document Type,Object Notes,Inscription,Transaction,Date or Range,Document Origin,Residence,Room,Entry Date,Purchase Loc,Sale Date,Auction House,Sale Location,Purchase Price,KnoedShare Price,Dealer Cost,Sale Price,KnoedSale Price,Seller(s),Buyer(s),Joint Owner(s),Prev Owner(s),Prev Sales,Post Owner(s),Post Sales,Present Loc,Expert,Comm-Priseur,Lugt Number,Number of Lots,Notes,Catalog Loc(s),Photocopies,Editor Notes,Introduction,Archive Record,Related Doc(s),Further Notes,Bibliography,Appraiser,Notary,Pubication,Contributor,Other Invent(s),Annotations,Column 64,Column 65
"Sales Catalog Br-264, Lot 0425",,,"IJKENS, PIETER (Flemish) -- from catalog: van Eyckens",,,,,,,,,,,Children surrounded by dogs and game,,,Painting,,"on canvas, 6' 3 h x 8' 4 w",,Unknown,,,,,,,1804 May 14 and following days,Truchsessian Gallery,"London, England, UK",,,,,,"Waldburg-Zeil-Wurzach, Joseph Franz Anton, Graf von;  -- from catalog: Truchsessian Gallery",,,,,,,,,,,,,"The full name of the artist, the materials and dimensions are given in the 1803 descriptive catalogue.",,,,,,,,,,,,,,,
"Sales Catalog Br-264, Lot 0430",,,"WEENIX, JAN (Dutch) -- from catalog: I. Weenix",,,,,,,,,,,Dogs snarling,,,Painting,,"on canvas, 2' 10 h x 3' 8 w",,Unknown,,,,,,,1804 May 14 and following days,Truchsessian Gallery,"London, England, UK",,,,,,"Waldburg-Zeil-Wurzach, Joseph Franz Anton, Graf von;  -- from catalog: Truchsessian Gallery",,,,,,1806/04/24 LOSK 0071 Br-394,,,,,,,The materials and dimensions are given in the 1803 descriptive catalogue.,,,,,,,,,,,,,,,
"Sales Catalog Br-264, Lot 0438",,,"VOS, PAUL DE (Flemish) -- from catalog: de Vos",,,,,,,,,,,Two [hunting] dogs watching an object at a distance,,,Painting,,"on canvas, 2' 9 h x 3' 3 w",,Unknown,,,,,,,1804 May 14 and following days,Truchsessian Gallery,"London, England, UK",,,,,,"Waldburg-Zeil-Wurzach, Joseph Franz Anton, Graf von;  -- from catalog: Truchsessian Gallery",,,,,,1806/04/25 LOSK 0124 Br-394,,,,,,,"The bracketed information in the title, the materials and dimensions are given in the 1803 descriptive catalogue.",,,,,,,,,,,,,,,
"Sales Catalog Br-78, Lot 0219",,,"WOOTTON, JOHN (British) -- from catalog: Woorton",,,,,,,,,,,Horses and Dogs (companion to lot 220),,,Painting,,,,Unknown,,,,,,,1802 Feb 25 - 1802 Feb 27 (This Lot: Feb 26),Colnaghi,"London, England, UK",,,,,,,,,,,,,,,,6366,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-78, Lot 0220",,,"WOOTTON, JOHN (British) -- from catalog: Woorton",,,,,,,,,,,"One, ditto [Horses and Dogs], the Companion (companion to lot 219)",,,Painting,,,,Unknown,,,,,,,1802 Feb 25 - 1802 Feb 27 (This Lot: Feb 26),Colnaghi,"London, England, UK",,,,,,,,,,,,,,,,6366,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-264, Lot 0231[b]",,,"SNYDERS, FRANS (Flemish) -- from catalog: F. Snyders",,,,,,,,,,,"Wild boar attacked by dogs, Stag attacked by dogs (THIS LOT: Stag attacked by dogs)",,,Painting,,"on canvas, 6' 5 h x 10' 10 w",,Unknown,,,,,,,1804 May 14 and following days,Truchsessian Gallery,"London, England, UK",,,,,,"Waldburg-Zeil-Wurzach, Joseph Franz Anton, Graf von;  -- from catalog: Truchsessian Gallery",,,,,,,,,,,,,The materials and dimensions are given in the 1803 descriptive catalogue.,,,,,,,,,,,,,,,
"Sales Catalog Br-264, Lot 0376",,,"BEGEYN, ABRAHAM (Dutch) -- from catalog: Begyn",,,,,,,,,,,Huntsman and his dogs reposing,,,Painting,,"on canvas, 1' 8 h x 2' 1 w",,Unknown,,,,,,,1804 May 14 and following days,Truchsessian Gallery,"London, England, UK",,,,,,"Waldburg-Zeil-Wurzach, Joseph Franz Anton, Graf von;  -- from catalog: Truchsessian Gallery",,,,,,1806/03/29 LOSK 0168 Br-380,,,,,,,The materials and dimensions are given in the 1803 descriptive catalogue.,,,,,,,,,,,,,,,
"Sales Catalog Br-133, Lot 0285",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Figures and Dogs,,,Painting,,,,Unknown,,,,,,,1802 Sep 27 - 1802 Sep 30 (This Lot: Sep 29),Colnaghi,"London, England, UK",,,,,,,,,,,,,,,,6497,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-3, Lot 0613",,,"ANDERSON, WILLIAM (British) -- from catalog: Anderson",,,,,,,,,,,"Ditto [View], near the Isle of Dogs, equally fine [as lot 612]",,,Painting,,,,Unknown,,,,,,,1801 Jan 21 - 1801 Jan 24 (This Lot: Jan 24),King (Thomas) Junior,"London, England, UK",,,,,,Sandys (Kentish Town);  -- from catalog: Sandys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-316-A, Lot 1515",,,"MOUCHERON (Dutch), and Lingelbach -- from catalog: Moucheron","LINGELBACH, JOHANNES (Dutch), and Moucheron -- from catalog: Lingelbach",,,,,,,,,,"A grand landscape, most beautifully diversified -- Moucheron; the figures, horses, dogs, &c. by Lingelbach",,,Painting,,,,Unknown,,,,,,,1805 Mar 25 and following days,European Museum,"London, England, UK",,,,,,"Humble, John;  -- from catalog: [John Humble]",,,,,,1806/05/26+ LOEU 1515 Br-414,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-316-A, Lot 1473",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hondius",,,,,,,,,,,Dogs pursuing game,,,Painting,,,,Unknown,,,,,,,1805 Mar 25 and following days,European Museum,"London, England, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-316-A, Lot 1480",,,"SNYDERS, FRANS (Flemish) -- from catalog: Snyders",,,,,,,,,,,"Three dogs with a hare and other game, admirably painted",,,Painting,,,,Unknown,,,,,,,1805 Mar 25 and following days,European Museum,"London, England, UK",,,,,,,,,,,,1806/12/29+ LOEU 1889 ? Br-447,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-229-A, Lot 1291",,,"MEULEN, ADAM FRANS VAN DER (Flemish) -- from catalog: Vander Meulen",,,,,,,,,,,"The Muilman family, in a beautiful landscape, with dogs and dead game, esteemed in Holland, as one of the most valuable pictures of Vander Meulen",,,Painting,,,,Unknown,,,,,,,"1804 Feb 0, dates unknown (This Lot: Feb  0)",European Museum,"London, England, UK",,,,,,,,,,,,1804/05/08+ LOEU 1291 AS G. DOU Br-261,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-355, Lot 0014",,,"DYCK, ANTHONIE VAN (Flemish) -- from catalog: Vandyke",,,,,,,,,,,A study of Dogs,,,Painting,,,,Unknown,,,,,,,1805 Dec 11 - 1805 Dec 18 (This Lot: Dec 18),Stewart,"London, England, UK",,,,3-3 [?] pounds,,"Murphy, Arthur or others;  -- from catalog: Arthur Murphy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-180, Lot 0057",,,"WARD, JAMES (British) -- from catalog: Ward",,,,,,,,,,,"A Man calling Dogs out of Kennel, equal to Morland",,,Painting,,,,Unknown,,,,,,,1803 Apr 13,Langdon (John),"London, England, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-230, Lot 0057",,,"GAELEN, ALEXANDER VAN (Dutch) -- from catalog: Van Gaelen",,,,,,,,,,,Dogs and Foxes,,,Painting,,,,Unknown,,,,,,,1804 Feb 1,Langdon (John),"London, England, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-234, Lot 0007",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hondius",,,,,,,,,,,Dogs attacking Swans,,,Painting,,,,Unknown,,,,,,,1804 Feb 8,Edwards (Edward),"London, England, UK",,,,0-9 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-231, Lot 0096[a]",,,"BERCHEM, NICOLAES PIETERSZ. (Dutch) -- from catalog: Berghem",,,,,,,,,,,"A pair ditto [landscapes], cattle and figures, Berghem, and snarling dogs, by Ditto, and pair of drawings (THIS LOT: A pair landscapes, cattle and figures)",,,Painting,,,,Unknown,,,,,,,1804 Feb 2 - 1804 Feb  3 (This Lot: Feb  2),Phillips (Harry),"London, England, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-231, Lot 0096[b]",,,"BERCHEM, NICOLAES PIETERSZ. (Dutch) -- from catalog: Berghem",,,,,,,,,,,"A pair ditto [landscapes], cattle and figures, Berghem, and snarling dogs, by Ditto, and pair of drawings (THIS LOT: Snarling dogs)",,,Painting,,,,Unknown,,,,,,,1804 Feb 2 - 1804 Feb  3 (This Lot: Feb  2),Phillips (Harry),"London, England, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-427, Lot 0018",,,WEENIX (Dutch) -- from catalog: Weenix,,,,,,,,,,,Landscape with Dogs and Figures reposing after a Chace,,,Painting,,[3 h x 4 w],,Sold,,,,,,,1806 Jun 16 - 1806 Jun 16 (This Lot: Jun 16),Coxe (Peter),"London, England, UK",,,,14-3 pounds,,"Milnes, James;  -- from catalog: James Milnes","Hill, Philip;  -- from catalog: H[ill]",,,,,,,,,7121,,,,,,,,,,,,,,,,,43 [i.e. 4 x 3] White Horse has Red ... [MMNY],
"Sales Catalog Br-429, Lot 0046",,,"VELDE, ADRIAEN VAN DE (Dutch) -- from catalog: Adrian Vandevelde",,,,,,,,,,,"Landscape and Figures, a Nobleman's Family setting out to enjoy the pleasures of the Fields; a most convincing proof of the Painter's Talents to express elegant as well as simple Nature, the Rustic or the Gentleman, the Cart Horse or the Racer.  In this Picture, he has stamped his seal of art, on the high bred Courser, and faithfully delineated in this exquisite cabinet Performance, all the grace of attitude of the noblest, species and given to their Riders a suitable importance, while all the attendant accompanyments are delineated with more than usual fidelity and effect.  What can be more admirable than the action of the Dogs! they are absolutely in motion, and the whole scene is lively and fascinating.  The spectator almost forgets the delusion, and longs to join in the projected amusement",,,Painting,,"[on panel], [2 1/2 h x 2 w]",,Bought In,,,,,,,1806 Jun 20 - 1806 Jun 20 (This Lot: Jun 20),Coxe (Peter),"London, England, UK",,,,315-0 pounds,,"Rendlesham, Peter Isaac Thellusson, 1st Baron;  -- from catalog: Lord Rendlesham",,,,1802/01/27 PAPA 0182 SLUYTER F-19,,1809/05/18 LOCX 0046 RENDLESHAM Br-673<br>1810/05/28 LOCX 0032 RENDLESHAM Br-772,"London, England, UK. Royal Collection, Windsor Castle 3220",,,7129,,,,,,,,,,,,,,,,,2 1/2 h 2 P [i.e. Panel] fine A. Velde. [possibly a signature] Blue Sky Trees  Lady on horseback blue saddle [MMNY],
"Sales Catalog Br-429, Lot 0055",,,"WOUWERMAN, PHILIPS (Dutch) -- from catalog: Philip Wouvermans",,,,,,,,,,,"A beautiful Landscape with Horses and Figures, this admirable Performance may almost be called a Collection in itself, abounding in almost every thing that is beautiful in Nature, and lively and interesting in Art, the exquisite management of the Fore Ground of the Picture, the elegant introduction of the Figures and Horses, the Building, the Action of the Dogs, the remote Distance, the Sky and Vapor, are all in a happy union of excellence and perfect harmony of accomplishment.  It unquestionably displays itself as a Work of the first celebrity, and Stamps its own Value irresistibly on the mind, truly capital",,,Painting,,[2 3/4 h x 3 w],,Bought In,,,,,,,1806 Jun 20 - 1806 Jun 20 (This Lot: Jun 20),Coxe (Peter),"London, England, UK",,,,493-10 pounds,,"Rendlesham, Peter Isaac Thellusson, 1st Baron;  -- from catalog: Lord Rendlesham",,,,1801/02/07 LOCH 0090 BESSBOROUGH Br-8,,1809/05/18 LOCX 0051 RENDLESHAM Br-673<br>1810/05/28 LOCX 0031 RENDLESHAM Br-772,"London, England, UK. Royal Collection, Buckingham Palace 1561",,,7129,,,,,,,,,,,,,,,,,Here's a Pict.e Ev.y Fig ... Sold Once[?] 950 Gs. this not Inf.n Nr 3.2 3/4 [i.e. Near 3 x 2 3/4] / Matchless red & ... [MMNY],
"Sales Catalog Br-429, Lot 0057",,,"POTTER, PAULUS (Dutch) -- from catalog: Paul Potter",,,,,,,,,,,"Landscape and Figures, a most capital Performance of this rare and most extraordinary Painter, whose works are seldom attainable and scarcely ever in this Pure and Brilliant state of excellence.  -- The subject, Sportsmen stopping at an Inn for refreshment, after the amusement of the Morning, to take a cheering glass in their way home; the Landscape is delightfully touched in a tone truly expressive of mildness of Atmosphere, in the delicious Verdure of the Trees, apparently in full health and high Beauty; the Horses are admirably drawn, their Riders sit with ease and grace in their saddles.  The Dogs spirited, and well managed, and the Building in complete harmony, blending with the rest in judicious effect, and the whole in the most happy perfection of his art.  Inimitable!",,,Painting,,"[on panel], [2 1/2 h x 2 w]",,Sold,,,,,,,1806 Jun 20 - 1806 Jun 20 (This Lot: Jun 20),Coxe (Peter),"London, England, UK",,,,477-15 pounds,,"Rendlesham, Peter Isaac Thellusson, 1st Baron;  -- from catalog: Lord Rendlesham","Kinnaird, Charles Kinnaird, 8th Baron;  -- from catalog: Ld Kinnaird",,,,,,"London, England, UK. Royal Collection, Windsor Castle 3221",,,7129,,,,,,,,,,,,,,,,,Can it be Better introd.d? -- foreshortened?  Can he exceed himself? -- 2 1/2 h 2. P. [i.e. Panel] -- 2 horses 4 figs -- fine [MMNY],
"Sales Catalog Br-425, Lot 0128",,,"BROUWER, ADRIAEN (Flemish) -- from catalog: Brower",,,,,,,,,,,"Sportsman, with his Dogs (companion to lot 129)",,,Painting,,,,Unknown,,,,,,,1806 Jun 13 - 1806 Jun 16 (This Lot: Jun 14),Phillips (Harry),"London, England, UK",,,,,,"Willmot;  -- from catalog: Willmot, Esq",,,,,,,,,,7124,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-425, Lot 0129",,,"BROUWER, ADRIAEN (Flemish) -- from catalog: Brower",,,,,,,,,,,"The Companion (companion to lot 128, Sportsman, with his Dogs)",,,Painting,,,,Unknown,,,,,,,1806 Jun 13 - 1806 Jun 16 (This Lot: Jun 14),Phillips (Harry),"London, England, UK",,,,,,"Willmot;  -- from catalog: Willmot, Esq",,,,,,,,,,7124,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-431, Lot 0013[a]",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hondius",,,,,,,,,,,Bear and Dogs,,,Painting,,,,Sold,,,,,,,1806 Jun 24 - 1806 Jun 24 (This Lot: Jun 24),Coxe (Peter),"London, England, UK",,,,1-2 pounds,,,"Coxe, Peter for Listowel, William Hare, 1st Earl of; Listowel, William Hare, 1st Earl of through Coxe, Peter;  -- from catalog: C[oxe]; LE [for] LE",,,,,,,,,7132,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-425, Lot 0169",,,"DYCK, ANTHONIE VAN (Flemish) -- from catalog: Vandyck",,,,,,,,,,,"A Portrait of his own Dogs, the same he introduced in the picture of the Family of King Charles",,,Painting,,,,Unknown,,,,,,,1806 Jun 13 - 1806 Jun 16 (This Lot: Jun 14),Phillips (Harry),"London, England, UK",,,,,,,,,,,,,,,,7124,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-431, Lot 0067",,,"MORLAND, GEORGE (British) -- from catalog: Morland",,,,,,,,,,,"An Interior.  The Gamekeeper and his Dogs resting themselves, at the Kitchen Fire Side, with other Figures to enliven and enrich the Scene",,,Painting,,,,Unknown,,,,,,,1806 Jun 24 - 1806 Jun 24 (This Lot: Jun 24),Coxe (Peter),"London, England, UK",,,,20-9 pounds,,,,,,,,,,,,7132,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-431, Lot 0093",,,"MORLAND, GEORGE (British) -- from catalog: Morland",,,,,,,,,,,"The Sportive Carter in the Interior of a Stable, with Grey Horse, and Dogs and Figures, capital",,,Painting,,,,Unknown,,,,,,,1806 Jun 24 - 1806 Jun 24 (This Lot: Jun 24),Coxe (Peter),"London, England, UK",,,,46-0 pounds,,,,,,,,,,,,7132,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-433, Lot 0099[a]",,,"GOOCH, THOMAS (British) -- from catalog: Mr. Gooch",,,,,,,,,,,One of Coursing and 2 portraits of Dogs (THIS LOT: One of Coursing),,,Painting,,,,Unknown,,,,,,,1806 Jul 3 - 1806 Jul  3 (This Lot: Jul  3),Christie's,"London, England, UK",,,,,,"Gooch, Thomas;  -- from catalog: Thomas Gooch",,,,,,,,,,7135,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-433, Lot 0099[b]",,,"GOOCH, THOMAS (British) -- from catalog: Mr. Gooch",,,,,,,,,,,One of Coursing and 2 portraits of Dogs (THIS LOT: 2 portraits of Dogs),,,Painting,,,,Unknown,,,,,,,1806 Jul 3 - 1806 Jul  3 (This Lot: Jul  3),Christie's,"London, England, UK",,,,,,"Gooch, Thomas;  -- from catalog: Thomas Gooch",,,,,,,,,,7135,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-433, Lot 0100",,,"GOOCH, THOMAS (British) -- from catalog: Mr. Gooch",,,,,,,,,,,"Four various of Dogs, small",,,Painting,,,,Unknown,,,,,,,1806 Jul 3 - 1806 Jul  3 (This Lot: Jul  3),Christie's,"London, England, UK",,,,1-3 pounds,,"Gooch, Thomas;  -- from catalog: Thomas Gooch",,,,,,,,,,7135,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-433, Lot 0103",,,"GOOCH, THOMAS (British) -- from catalog: Mr. Gooch",,,,,,,,,,,"Five of Dogs, various",,,Painting,,,,Unknown,,,,,,,1806 Jul 3 - 1806 Jul  3 (This Lot: Jul  3),Christie's,"London, England, UK",,,,0-18 pounds,,"Gooch, Thomas;  -- from catalog: Thomas Gooch",,,,,,,,,,7135,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-433, Lot 0104",,,"GOOCH, THOMAS (British) -- from catalog: Mr. Gooch",,,,,,,,,,,Four ditto [of Dogs],,,Painting,,,,Unknown,,,,,,,1806 Jul 3 - 1806 Jul  3 (This Lot: Jul  3),Christie's,"London, England, UK",,,,0-18 pounds,,"Gooch, Thomas;  -- from catalog: Thomas Gooch",,,,,,,,,,7135,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-780, Lot 0098",,,"MANSKIRCH, FRANZ JOSEPH (German) -- from catalog: F. J. Manskirsch",,,,,,,,,,,"A Cottage Scene, with Children and Dogs, forms a striking and well composed study, which, though painted with great boldness, will bear close inspection; for the figures are lively and expressive, and the inferior parts possess true character in every respect; indeed the whole is executed in a masterly manner",,,Painting,,,,Unknown,,,,,,,1810 Jun 4 and following days,De Berenger,"London, England, UK",,,,,,,,,,,,,,,,8098a,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-438, Lot 0015",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A study of a Dogs Head,,,Painting,,,,Sold,,,,,,,1806 Sep 18 - 1806 Sep 20 (This Lot: Sep 18),Phillips (Harry),"London, England, UK",,,,0-18 pounds,,Woodburn;  -- from catalog: Woodburn,Purling;  -- from catalog: Purling,,,,,,,,,7151,,,This page of the catalogue is damaged and the artist's name has been lost.,,,,,,,,,,,,,,,
"Sales Catalog Br-457, Lot 0005",,,"SNYDERS, FRANS (Flemish) -- from catalog: Snyders",,,,,,,,,,,Dogs Fighting -- a very spirited and capital Picture,,,Painting,,,,Sold,,,,,,,1807 Feb 7 - 1807 Feb  7 (This Lot: Feb  7),Christie's,"London, England, UK",,,,14-14 pounds,,"Harris, William [?];  -- from catalog: [Wm Harris ?]","Hill, Philip;  -- from catalog: Hill",,,,,,,,,7182,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-457, Lot 0050",,,"DUJARDIN, KAREL (Dutch) -- from catalog: C. Du Jardin",,,,,,,,,,,"A Cavalier watering his Horse at a Brook, during a halt from the Chace; a Youth with a couple of Dogs; a Goat attacked by a Dog, and Sheep browsing near him -- a gay Morning Scene with a mountainous distance, the Figures and Animals touched with infinite spirit; a clear and beautiful Gem, in the finest state of preservation",,,Painting,,,,Sold,,,,,,,1807 Feb 7 - 1807 Feb  7 (This Lot: Feb  7),Christie's,"London, England, UK",,,,262-10 pounds,,"Harris, William [?];  -- from catalog: [Wm Harris ?]","Birch, Charles;  -- from catalog: Birch",,,1804/03/19 PAPA 0028 DUTARTRE F-72,,1848/05/13 LOCH 0114 WELLS Br-5786 Br-5786,,,,7182,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-447, Lot 1515",,,"MOUCHERON (Dutch), and Lingelbach -- from catalog: Moucheron","LINGELBACH, JOHANNES (Dutch), and Moucheron -- from catalog: Lingelbach",,,,,,,,,,"A grand landscape, most beautifully diversified -- Moucheron; the figures, horses, dogs, &c. by Lingelbach",,,Painting,,,,Unknown,,,,,,,1806 Dec 29 and following days,European Museum,"London, England, UK",,,,,,"Humble, John;  -- from catalog: [John Humble]",,,,1806/05/26 LOEU 1515 Br-414,,1807/02/28 LOCH 0066 Br-464,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-460, Lot 0104",,,RUISDAEL (Dutch) -- from catalog: Ruysdael,,,,,,,,,,,"Landscape, with Dogs Coursing",,,Painting,,,,Unknown,,,,,,,1807 Feb 17 - 1807 Feb 18 (This Lot: Feb 18),Langdon (John),"London, England, UK",,,,0-15 pounds,,,,,,,,,,,,7187,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-447, Lot 1602",,,"LINGELBACH, JOHANNES (Dutch) -- from catalog: Lingelback",,,,,,,,,,,"The famous cattle-fair of Segovia, considered the chef d'oeuvre of Lingelback;  the pleasing groups of cattle, sheep, goats, dogs, horses and figures finely disposed;  the antique ruins and rich scenery of that romantic and interesting town are most judiciously introduced",,,Painting,,,,Unknown,,,,,,,1806 Dec 29 and following days,European Museum,"London, England, UK",,,,,,,,,,1806/05/26 LOEU 1602 Br-414,,1808/05/03 LOEU 0170 Br-577,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-461, Lot 0063",,,"RUBENS, PETER PAUL (Flemish) -- from catalog: Rubens",,,,,,,,,,,Study of Dogs -- very spirited,,,Painting,,,,Sold,,,,,,,1807 Feb 19 - 1807 Feb 20 (This Lot: Feb 19),Christie's,"London, England, UK",,,,1-11 pounds,,"Stuart, H., Ld.;  -- from catalog: Lord Stuart","Spackman, Charles;  -- from catalog: Spackman",,,,,,,,,7189,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-469, Lot 0081",,,"MORLAND, GEORGE (British) -- from catalog: Morland",,,,,,,,,,,"A pair, Dogs Fighting, and companion",,,Painting,,,,Unknown,,,,,,,1807 Mar 20 - 1807 Mar 20 (This Lot: Mar 20),Phillips (Harry),"London, England, UK",,,,5-0 pounds,,,,,,,,,,,,7202,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-465, Lot 0055[a]",,,"HALS, FRANS (I) (Dutch) -- from catalog: F. Hals",,,,,,,,,,,"A Man playing upon the Guitar; and Dogs and dead Game, Griff -- highly finished (THIS LOT: A Man playing upon the Guitar; lot 55[b] by Gryef)",,,Painting,,,,Sold,,,,,,,1807 Mar 9 - 1807 Mar 10 (This Lot: Mar 10),Christie's,"London, England, UK",,,,3-3 pounds (for lots 55[a] & 55[b]),,"Ince, William;  -- from catalog: William Ince",Morland;  -- from catalog: Morland,,,,,,,,,7194,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-465, Lot 0055[b]",,,"GRYEF, ADRIAEN DE (Flemish) -- from catalog: Griff",,,,,,,,,,,"A Man playing upon the Guitar; and Dogs and dead Game, Griff -- highly finished (THIS LOT: Dogs and dead Game; lot 55[a] by F. Hals (I))",,,Painting,,,,Sold,,,,,,,1807 Mar 9 - 1807 Mar 10 (This Lot: Mar 10),Christie's,"London, England, UK",,,,3-3 pounds (for lots 55[a] & 55[b]),,"Ince, William;  -- from catalog: William Ince",Morland;  -- from catalog: Morland,,,,,,,,,7194,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-447, Lot 1856",,,"RUBENS, PETER PAUL (Flemish) -- from catalog: Rubens",,,,,,,,,,,"Venus and Cupid dissuading Adonis from the chace, in a rich landscape, with dogs, &c.  Rubens.  From the cabinet of the late Marquis of Lansdown",,,Painting,,,,Unknown,,,,,,,1806 Dec 29 and following days,European Museum,"London, England, UK",,,,,,,,,"Lansdowne, Marquess of [from Catalogue: late Marquis of Lansdown]",1806/03/19 LOCX 0065 LANSDOWNE Br-375,,1808/05/03+ LOEU 0028 Br-577<br>1808/07/00 LOEU 0028 Br-608-A<br>1808/11/00 LOEU 0028 Br-623,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-447, Lot 1889",,,"SNYDERS, FRANS (Flemish) -- from catalog: Snyders",,,,,,,,,,,"Dogs and dead game, painted with great force, truth and spirit",,,Painting,,,,Unknown,,,,,,,1806 Dec 29 and following days,European Museum,"London, England, UK",,,,,,,,,,1805/03/25 LOEU 1480 (?) Br-316-A,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-447, Lot 1925",,,"FYT, JAN (Flemish) -- from catalog: Fyte",,,,,,,,,,,"Dogs, most admirable painted",,,Painting,,,,Unknown,,,,,,,1806 Dec 29 and following days,European Museum,"London, England, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-481, Lot 0219",,,"CUYP, AELBERT (Dutch) -- from catalog: Cuyp",,,,,,,,,,,Unbracing Dogs for the Chace,,,Painting,,,,Unknown,,,,,,,1807 Apr 20 - 1807 Apr 21 (This Lot: Apr 21),Hermon (John A.),"London, England, UK",,,,3-0 pounds,,,,,,,,,,,,7227,,,,,,,,,,,,,,,,,,
