PDF_Page,Page_Num,Item_Num,On_Web,Artist_Name,Artist_Info,Desc_Num,Description,Title_  Modifier,Handwritten_Notes,Genre,Subject,Object_Type,Material,Dimensions,Image,Notes,Date_of_Sale,Verbatim_Seller,Estimated _Price,Starting _Price,Frame _Price,Selling _Price,Currency,Verbatim_Buyer,Transaction,Main Heading
356,356,83,YES,Rembrandt van Rijn,,83,"""Resurrection Of St. Lazarus"" The saint is represented as rising from his sepulchre. The priests and attend-  ants grouped about him seem to manifest great surprise at the sight. A young  girl is kneeling in the foreground, while in the background the heads of five  figures are shown in a group. The artist has thrown a bright light from the  left of the picture, which strikes full upon the saint, and the reflection from it  is apparent on several of the surrounding figures. The wall is hung with a  hat, sword, a quiver with arrows, and a bow.  Panel, 14,75 in. long by 17,25 in. high.  Engraved by Klauber. Described by E. Dutriet's L'CEuvre Complete de Rem-  brandt. Described by E. Michel's Rembrandt, Vol. I, page 199, Vol. II,  page 239. Dr. Bode's The Complete Work of Rembrandt, Vol. I, No. 45.  From Collections David Grenier, Middleburg, 171 2; M. Lebrun, Paris, 181 1 ;  M. Wuickler, Leipzig; M. Duval, Geneva; Comte de Morny, Paris, 1852. ",,,,,Painting,Wood,"14,75 in long x 17,25 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
360,360,84,YES,Rembrandt van Rijn,,84,"""Portrait Of Joris De Coulery "" This picture presents a captain in the Dutch navy at two-thirds length, with  florid face surrounded by bushy dark hair. His eyes are brown, and he wears  a dark mustache turned up at the ends, and an imperial. His coat is yellowish  brown, and around his neck is a metal collar and shoulder-plate. His sword-  belt is over his right shoulder, passing diagonally across his breast. In his right  hand he carries an arquebuse, while his left rests upon his hip. It is spoken  of by C. Vosmaer, of The Hague, in his book entitled, "" Rembrandt, His  Life and His Works,"" page 427, as follows: ""Dr. A. Bredius, director of  the Mauritshuis - the museum of old art at The Hague - found a will  signed by Joris de Coulery, dated 1 640, in which this picture is willed to  his son.""  It belonged to the Chevaliers Quarles van UfFord, of The Hague, for over a  century, who received it into their halls through the marriage of an old and  noble family of Dordrecht, who were heirs of the De Coulery family. For  charitable purposes it was exhibited in i 867 in Amsterdam ; at Arti et Amicitia,  in 1881 ; at The Hague, with the collection of H. H. MM., the King and  Queen of Holland, in their palace; and in 1882, in the exposition Neer-  landaise de Beaux Arts Organisee au benefice de la Societe Neerlandaise de  Bienfaisance de Bruxelles.  Signed on the right-hand side: "" Rt. van Ryn, 1632.""  Canvas on panel, 33,5 in. long by 40,5 in. high. ",,,Portrait,,Painting,Canvas,"33,5 in long x 40,5 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
363,363,85,NO,Sir Joshua Reynolds,English School,85,"Born at Plympton, Devonshire, July 16, 1723 ; died in London, February 23, 1792. Son of the Rev. Samuel Reynolds, master of the Grammar School at Plympton, St.  Mary's, Plymouth. Went to London in 1741 as a pupil of Thomas Hudson, and after  less than two years' study returned home and painted many portraits at a low price. In 1746 he began to practice in London, and in 1749 accompanied Commodore, afterwards  Lord Keppel, in the ship Centurion, to the Mediterranean. At Rome he caught a  cold while working in the Sistlne Chapel, which made him deaf for the rest of his life.  He returned to England in October, 1752, and settled in London, first in St. Martin's  Lane. In 1768, on the establishment of the Royal Academy, he was chosen its first  president and was knighted by George Iii. Upon the death of Allan Ramsay, 1784,  he became principal painter in ordinary to the king. He died unmarried, and was buried  in St. Paul's Cathedral near Sir Christopher Wren. ",,,Portrait,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
364,364,85a,YES,Sir Joshua Reynolds,,85a.,"""Portrait Of Lady O'Brien"" Sitting on a terrace or balcony, with her elbow resting on an immense urn,  and her head on her right hand, Lady O'Brien seems to be looking into the  future. She has a troubled expression, as if all did not go well with her.  Her left hand falls on her right arm, and her hair, which is loose behind, has  entwined her neck and fallen over her bosom. The drapery which rests on  her shoulders partly covers the urn. In the right-hand background are folds  of heavy dark red curtains, and the sky is seen to the left. The turrets of a  castle rise in the distance.  Canvas, 39,75 in. long by 49,25 in. high. ",,,Portrait,,Painting,Canvas,"39,75 in long x 49,25 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
367,367,86,NO,George Romney,English School,86,"Born at Dalton-le-Furness, Lancashire, England, December 15, 1734; died at Kendal, November 15, 1802. After acquiring a little knowledge of painting from Steele, a painter  at Kendal, he supported himself by painting portraits in the north of England at two  guineas a head until 1762, when he went to London. In that year and in 1763 he gained  premiums from the Society of Arts for his pictures of "" The Death of Wolfe "" and  ""The Death of King Edward."" In 1773 he visited Italy, and after a two years' absence  established himself in London, where until 1797, when he removed to Hampstead, he  divided public patronage with Reynolds and Gainsborough. His famous model was the  notorious but beautiful Lady Hamilton, whose face he reproduced under many disguises. ",,,Portrait,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
368,368,86a,YES,George Romney,,86a.,"""Portrait Of Mrs. Ralph Willett"" This is a half-length portrait of Mrs, Willett sitting in a chair. She is dressed  in a reddish brown gown with a white yoke, and a black lace fichu is thrown  over her shoulders. A black band is around her neck. She wears a lace cap  closely drawn and fastened under the chin. The countenance is quite severe,  showing great determination in its possessor.  Canvas, 25 in. long by 30 in. high. ",,,Portrait,,Painting,Canvas,25 in long x 30 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
371,371,87,NO,Pieter Paulus Rubens,Flemish School,87,"Born at Siegen, Westphalia, June 29, 1577 ; died at Antwerp, May 30, 1640. Pupil of Adam van Noort, Tobias Verhaegt, and Otto van Veen. From 1596 to 1600 he studied  in Venice. In July, 1601, the Duke of Mantua, Vincenzo Gonzaga I., sent him to Rome  to copy pictures for his gallery. He returned to Mantua in 1603. In March he was  sent to Spain with presents from the duke to the king. In 1605 he went to Rome to  continue his studies. In 1608 he returned to Antwerp on account of the death of his  mother. October 13, 1609, he married Isabella Brandt, who died in 1626. On Decem-  ber 6, 1630, he married Helena Fourment, who was his niece by marriage. His two  wives were the models for many of his paintings. Besides being a painter, Rubens was  also a great diplomat. He acted as ambassador for negotiating between his own and  other countries.  In 1633 his protectress, the Archduchess Isabella, died. This entailed much trouble  upon him and greatly afflicted him. He also suffered much from the gout, but continued  to paint with the same wonderful facility and power. The works of this great artist,  many of which were wholly or partially painted by his scholars, after his designs, are  between two and three thousand. ",,,,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
372,372,87a,YES,Pieter Paulus Rubens,,87a.,"""Ixion And Hera"" IxioN and the phantom of Hera are seated on clouds at the right of the pic-  ture, while the goddess herself stands nude in the front with a peacock (the  symbol of majesty) at her feet. Her back is toward the deluded king, and  her manner expresses the pleasure she feels at the deception. Behind her a  winged female with a fox's skin over her shoulder is raising the drapery to  reveal the pair. Zeus, seated on Mount Olympus, is seen on the opposite side  in the background, surrounded by light, while Amor with his flaming torch  is hastening toward him.  Ixion was pitied by Zeus, but proved treacherous. He had a meeting planned  with the wife of Zeus, but instead of Hera came a cloud similar to her, and  deceived Ixion. This moment is represented by the picture. See Smith's  Catalogue Raisonne, No. 846, page 249. The picture was also described in  Wauter's "" La Peinture Flamande,"" and is known as the best picture of all  Rubens's mythological subjects.  The picture was till 1722 in the collection of Van de Amory, afterwards in  that of Sir George Page, and also of Welborne Ellis Agar, Esq. Since 1806  it has been the principal piece of the Earl of Grosvenor's (Duke of Westmin-  ster's) collection, for whom it was bought by Stephen Bourgeois, and from  whom it was in turn purchased by Mr. Yerkes.  Canvas, 98 in. long by 65 in. high. ",,,,,Painting,Canvas,98 in long x 65 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
375,375,88,NO,Jacob van Ruisdael,Dutch School,88,"Born in Haarlem about 1625 ; died there in March, 1682. Pupil of his father, Izack, and also of his uncle Solomon van Ruisdael. Joined the Guild of St. Luke at Haarlem, 1648. The figures and animals introduced in his paintings are by Berchem, Adriaen van  de Velde, Wouwerman, Lingelbach, Vermeer, and Eglon van der Neer. ",,,,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
376,376,88a,YES,Jacob van Ruisdael,,88a.,"""Landscape"" A river runs between two hills, one in the foreground and the other in the  centre of the picture. Beyond to the right the hills are seen rolling to the  horizon. On the right-hand side of the picture is a woman driving a laden  mule, while behind her follows a small dog. To the left is seen the river  with sailboats, and on the farther bank the roof of a church and the spire are  seen above the trees.  Signed in the lower right-hand corner: ""J. Ruisdael.""  Canvas, 43 in. long by 32 in. high.  Purchased from Charles Sedelmeyer, 1890. ",,,Landscape,,Painting,Canvas,43 in long x 32 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
379,379,89,NO,Andreas de Solario,Lombard School,89,"Born at Solano near Milan about 1458. Died about 1530. He and his brother, a hunchback and a great sculptor, frequently finished their different works of art together.  He went about 1490 to Venice. ",,,,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
380,380,89a,YES,Andreas de Solario,,89a.,"""The Annunciation"" The Virgin is kneeling by a table covered with a green cloth, the angel  kneeling in the foreground to the left of the Virgin, Through the open win-  dovv a landscape can be seen. In the back of the room there stands a couch  with large columns and curtains.  From the collection of Mr, Alcott Kay, Glasgow. *  In a catalogue of the Burlington Fine Arts Club for an exhibition in 1898,  the picture is described as follows : "" On the right is seen the Virgin full face,  kneeling at a table, her left hand resting on an open book ; on the left the  angel seen in profile kneeling on one knee and bearing a branch of lilies.  Behind the Virgin a large canopied couch with green curtains. On the left  a landscape seen through the opening. Lent by Arthur Kay.""  Signed in the lower right-hand corner: ""Andreas de Solario P 1506.""  Panel, 31,5 in. long by 30,25 in. high.  Purchased from Thomas Agnew & Sons, 1901. ",,,Landscape,,Painting,Wood,"31,5 in long x 30,25 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
